policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[-0.11770579 -0.27117815  0.19868074 ...,  0.04099999  0.03199999 -0.059     ]","[ 0.05889466  0.01156124 -0.09031202 ..., -0.03       -0.02500001
 -0.03699993]","[ 0.26108692  0.16153725  0.06607437 ...,  0.018      -0.021       0.02899999]","[ 0.36097114  0.00803719 -0.35509274 ..., -0.008      -0.031      -0.002     ]","[-0.09451151 -0.25845625 -0.01303534 ...,  0.0225     -0.0525      0.0145    ]","[ 0.04000436 -0.3285791  -0.11900974 ..., -0.01700005 -0.029       0.007     ]","[-0.08396847  0.01253606  0.35510683 ..., -0.0095      0.0035     -0.0665    ]","[ 0.11332046  0.31121573  0.27068855 ...,  0.01700001 -0.009      -0.02      ]","[-0.24704338  0.31231418  0.06157168 ...,  0.003       0.014       0.042     ]","[ 0.07916255  0.09604297  0.09298948 ..., -0.00399999 -0.031      -0.036     ]"
"[-0.11770579 -0.27017815  0.19968074 ...,  0.03999999  0.03199999 -0.058     ]","[ 0.05739466  0.01306123 -0.08781203 ..., -0.0285     -0.02350001
 -0.03649993]","[ 0.26408692  0.16153725  0.06707437 ...,  0.019      -0.023       0.02999999]","[  3.60971139e-01   9.03718760e-03  -3.57092736e-01 ...,  -9.00000323e-03
  -3.19999992e-02  -3.19304026e-09]","[-0.09301151 -0.25795625 -0.01353533 ...,  0.021      -0.054       0.014     ]","[ 0.03800436 -0.3305791  -0.11900974 ..., -0.01800005 -0.026       0.011     ]","[-0.08546847  0.01103606  0.35360683 ..., -0.011       0.005      -0.068     ]","[ 0.11432046  0.31221573  0.26968855 ...,  0.01600001 -0.008      -0.021     ]","[-0.24704338  0.31131418  0.06257168 ...,  0.001       0.015       0.044     ]","[ 0.07816255  0.09604297  0.09098948 ..., -0.00499999 -0.03       -0.038     ]"
"[-0.11620579 -0.26867815  0.19718074 ...,  0.04249999  0.03249999 -0.0555    ]","[ 0.05589466  0.01056123 -0.09031203 ..., -0.03       -0.02400001
 -0.03699993]","[ 0.26558692  0.16203725  0.06857437 ...,  0.0205     -0.0245      0.02949999]","[ 0.36247114  0.01053719 -0.35859274 ..., -0.0095     -0.0315     -0.0005    ]","[-0.09351151 -0.25745625 -0.01203533 ...,  0.0195     -0.0555      0.0135    ]","[ 0.03950436 -0.3320791  -0.11950974 ..., -0.01750005 -0.0255      0.0095    ]","[-0.08546847  0.01103607  0.35360683 ..., -0.01        0.005      -0.067     ]","[ 0.11532046  0.31421573  0.26968855 ...,  0.01500001 -0.006      -0.021     ]","[ -2.47043379e-01   3.11314178e-01   6.25716826e-02 ...,   7.21030511e-10
   1.60000001e-02   4.39999990e-02]","[ 0.07966255  0.09754297  0.09148948 ..., -0.00549999 -0.0315     -0.0395    ]"
"[-0.11470579 -0.26817816  0.19868074 ...,  0.04199999  0.03199999 -0.054     ]","[ 0.05689466  0.01156123 -0.08831203 ..., -0.032      -0.02200001
 -0.03699993]","[ 0.26408692  0.16253725  0.06707437 ...,  0.021      -0.025       0.02799999]","[  3.60971139e-01   9.03718756e-03  -3.57092736e-01 ...,  -1.00000032e-02
  -3.09999993e-02  -3.19732400e-09]","[-0.09301151 -0.25595625 -0.01353534 ...,  0.019      -0.055       0.012     ]","[ 0.04100436 -0.3325791  -0.12000974 ..., -0.01700005 -0.024       0.008     ]","[-0.08446847  0.01203607  0.35460683 ..., -0.009       0.003      -0.066     ]","[ 0.11432046  0.31421573  0.26968855 ...,  0.01700001 -0.005      -0.018     ]","[-0.24554338  0.30981418  0.06407168 ..., -0.0015      0.0145      0.0455    ]","[ 0.07816255  0.09604297  0.08998948 ..., -0.00599999 -0.033      -0.04      ]"
"[-0.11470579 -0.27017815  0.20068072 ...,  0.03999999  0.02999999 -0.053     ]","[ 0.05539466  0.01106123 -0.08881203 ..., -0.0315     -0.02250001
 -0.03449993]","[ 0.26458692  0.16203725  0.06657437 ...,  0.0205     -0.0245      0.02749999]","[ 0.36197114  0.01003719 -0.35809274 ..., -0.009      -0.032       0.001     ]","[-0.09201151 -0.25495625 -0.01253534 ...,  0.018      -0.056       0.011     ]","[ 0.04200436 -0.3335791  -0.12100974 ..., -0.01700005 -0.024       0.009     ]","[-0.08346847  0.01403606  0.35660683 ..., -0.00800001  0.005      -0.065     ]","[ 0.11332046  0.31421573  0.27068855 ...,  0.01600001 -0.002      -0.015     ]","[-0.24654338  0.31081418  0.0630717  ..., -0.0025      0.0155      0.0465    ]","[ 0.07816255  0.09604297  0.08998948 ..., -0.00599999 -0.032      -0.041     ]"
"[-0.11270579 -0.26917816  0.20268071 ...,  0.04099999  0.02899999 -0.055     ]","[ 0.05389466  0.00956123 -0.08731203 ..., -0.03       -0.02500001
 -0.03399992]","[ 0.26458692  0.16303725  0.06757437 ...,  0.0195     -0.0235      0.02549999]","[ 0.36247114  0.00953719 -0.35859274 ..., -0.0085     -0.0315      0.0015    ]","[-0.09201151 -0.25495625 -0.01353534 ...,  0.018      -0.056       0.01      ]","[ 0.04250436 -0.3320791  -0.11950974 ..., -0.01850005 -0.0235      0.0065    ]","[-0.08396847  0.01453606  0.35610683 ..., -0.00750001  0.0045     -0.0645    ]","[ 0.11432046  0.31421573  0.27068855 ...,  0.01700001 -0.001      -0.014     ]","[-0.24604338  0.30931418  0.0635717  ..., -0.001       0.015       0.045     ]","[ 0.07616255  0.09504297  0.08798948 ..., -0.00699999 -0.034      -0.038     ]"
"[-0.11220579 -0.26967816  0.20318071 ...,  0.04149999  0.02849999 -0.0555    ]","[ 0.05289466  0.00856124 -0.08831203 ..., -0.029      -0.02400001
 -0.03499992]","[ 0.26658692  0.16303725  0.06757437 ...,  0.0195     -0.0265      0.02349999]","[ 0.36297114  0.01003719 -0.35909274 ..., -0.009      -0.033      -0.001     ]","[-0.09451151 -0.25545625 -0.01203534 ...,  0.0175     -0.0575      0.0095    ]","[ 0.04300436 -0.3305791  -0.12000974 ..., -0.01800005 -0.025       0.006     ]","[-0.08546847  0.01303606  0.35760683 ..., -0.00800001  0.006      -0.065     ]","[ 0.11582046  0.31571573  0.27118855 ...,  0.01850001  0.0005     -0.0125    ]","[-0.24754332  0.30781418  0.0650717  ..., -0.0015      0.0145      0.0465    ]","[ 0.07616255  0.09504297  0.08798948 ..., -0.00799999 -0.035      -0.037     ]"
"[-0.11420579 -0.27267816  0.20518069 ...,  0.04249999  0.03149999 -0.0535    ]","[ 0.05239466  0.00806124 -0.08881203 ..., -0.0285     -0.02350001
 -0.03549992]","[ 0.26608692  0.16453725  0.06907437 ...,  0.021      -0.026       0.02399999]","[ 0.36147114  0.00953719 -0.35759274 ..., -0.0085     -0.0345     -0.0005    ]","[-0.09601151 -0.25695625 -0.01253533 ...,  0.017      -0.058       0.008     ]","[ 0.04550436 -0.3310791  -0.12050974 ..., -0.01850005 -0.0265      0.0045    ]","[-0.08546847  0.01403606  0.35660684 ..., -0.00700001  0.005      -0.065     ]","[ 0.11582046  0.31571573  0.27318855 ...,  0.01750001 -0.0005     -0.0105    ]","[ -2.49043317e-01   3.07314179e-01   6.55716971e-02 ...,   7.66803113e-10
   1.40000002e-02   4.49999990e-02]","[ 0.07466255  0.09354297  0.08748948 ..., -0.00949999 -0.0345     -0.0375    ]"
"[-0.11170579 -0.27217816  0.20468069 ...,  0.04099999  0.02999999 -0.054     ]","[ 0.05139466  0.00706124 -0.08981203 ..., -0.0265     -0.02150001
 -0.03849992]","[ 0.26458692  0.16403725  0.06857437 ...,  0.0215     -0.0275      0.02349999]","[  3.61971134e-01   1.10371876e-02  -3.56092736e-01 ...,  -1.00000031e-02
  -3.29999992e-02  -3.20028945e-09]","[-0.09701151 -0.25595625 -0.01153533 ...,  0.016      -0.057       0.01      ]","[ 0.04400436 -0.3295791  -0.12000974 ..., -0.02000005 -0.028       0.005     ]","[-0.08496847  0.01353606  0.35510684 ..., -0.00550001  0.0065     -0.0665    ]","[ 0.11732046  0.31621573  0.27168855 ...,  0.01900001  0.001      -0.011     ]","[-0.24804332  0.30831418  0.0665717  ..., -0.001       0.014       0.043     ]","[ 0.07366255  0.09454297  0.08648948 ..., -0.01049999 -0.0335     -0.0355    ]"
"[-0.11020579 -0.27267816  0.20318069 ...,  0.04149999  0.02849999 -0.0545    ]","[ 0.04889466  0.00556124 -0.09131203 ..., -0.026      -0.02100001
 -0.03999992]","[ 0.26308692  0.16453725  0.06907437 ...,  0.022      -0.024       0.02499999]","[ 0.36497113  0.01303719 -0.35909274 ..., -0.012      -0.035       0.002     ]","[-0.09901151 -0.25795625 -0.00953533 ...,  0.016      -0.056       0.01      ]","[ 0.04400436 -0.3275791  -0.12100974 ..., -0.02300005 -0.03        0.006     ]","[-0.08646847  0.01303606  0.35660684 ..., -0.00500001  0.008      -0.067     ]","[ 0.11732046  0.31621573  0.27268855 ...,  0.01700001  0.003      -0.01      ]","[-0.24754332  0.30781418  0.0670717  ..., -0.0015      0.0135      0.0435    ]","[ 0.07316255  0.09504297  0.08598948 ..., -0.01199999 -0.032      -0.035     ]"
"[-0.11070579 -0.27517816  0.20368069 ...,  0.04099999  0.02799999 -0.055     ]","[ 0.04739466  0.00406124 -0.09181203 ..., -0.0255     -0.01950001
 -0.04049992]","[ 0.26358692  0.16503725  0.06857437 ...,  0.0215     -0.0245      0.02549999]","[ 0.36597113  0.01203719 -0.36009274 ..., -0.011      -0.036       0.001     ]","[-0.09751151 -0.25845625 -0.00803534 ...,  0.0145     -0.0555      0.0095    ]","[ 0.04600436 -0.3295791  -0.12100974 ..., -0.02200005 -0.03        0.006     ]","[-0.08596847  0.01353606  0.35510684 ..., -0.00550001  0.0065     -0.0685    ]","[ 0.11832046  0.31721573  0.27368855 ...,  0.01800001  0.004      -0.011     ]","[-0.24604332  0.31031418  0.0645717  ..., -0.003       0.016       0.042     ]","[ 0.07216255  0.09604297  0.08698948 ..., -0.01299999 -0.033      -0.033     ]"
"[-0.10970579 -0.27617816  0.20568069 ...,  0.03999999  0.03099999 -0.056     ]","[ 0.04589466  0.00356124 -0.09231203 ..., -0.027      -0.01900001
 -0.04199992]","[ 0.26158692  0.16603725  0.06857437 ...,  0.0215     -0.0225      0.02349999]","[ 0.36747113  0.01153719 -0.35959274 ..., -0.0105     -0.0355      0.0025    ]","[-0.09601151 -0.25695626 -0.00953534 ...,  0.013      -0.054       0.011     ]","[ 0.04650436 -0.3310791  -0.12250974 ..., -0.02150005 -0.0305      0.0045    ]","[-0.08446847  0.01403606  0.35460684 ..., -0.00400001  0.005      -0.07      ]","[ 0.11782046  0.31671573  0.27418855 ...,  0.01850001  0.0035     -0.0115    ]","[-0.24804332  0.31231418  0.0645717  ..., -0.005       0.019       0.042     ]","[ 0.07366255  0.09454297  0.08848948 ..., -0.01249999 -0.0325     -0.0315    ]"
"[-0.10820579 -0.27567816  0.20518069 ...,  0.03949999  0.03149999 -0.0555    ]","[ 0.04439467  0.00106124 -0.09381202 ..., -0.0285     -0.01750001
 -0.04449992]","[ 0.26208692  0.16653725  0.07007437 ...,  0.021      -0.021       0.02199999]","[  3.65971133e-01   9.03718772e-03  -3.56092736e-01 ...,  -9.00000310e-03
  -3.49999993e-02  -3.19468073e-09]","[-0.09401151 -0.25895626 -0.01153533 ...,  0.013      -0.053       0.013     ]","[ 0.04650436 -0.3320791  -0.12350974 ..., -0.02050005 -0.0325      0.0025    ]","[-0.08546847  0.01303606  0.35360684 ..., -0.00300001  0.004      -0.069     ]","[ 0.11582046  0.31571573  0.27618855 ...,  0.02050001  0.0035     -0.0125    ]","[-0.24854332  0.31281418  0.0640717  ..., -0.0055      0.0185      0.0415    ]","[ 0.07316255  0.09504297  0.08798948 ..., -0.01099999 -0.034      -0.032     ]"
"[-0.10670579 -0.27317816  0.20468068 ...,  0.03999999  0.03499999 -0.057     ]","[ 0.04489466 -0.00043876 -0.09531202 ..., -0.029      -0.01700001
 -0.04599992]","[ 0.26208692  0.16653725  0.07007437 ...,  0.02       -0.021       0.02199999]","[ 0.36497113  0.00803719 -0.35509274 ..., -0.008      -0.036      -0.001     ]","[-0.09401151 -0.25995626 -0.01153533 ...,  0.014      -0.051       0.013     ]","[ 0.04500436 -0.3305791  -0.12200974 ..., -0.02200005 -0.033       0.003     ]","[-0.08546847  0.01303606  0.35360684 ..., -0.00300001  0.004      -0.068     ]","[ 0.11682046  0.31771573  0.27518855 ...,  0.02050001  0.0035     -0.0145    ]","[-0.24904332  0.31231418  0.0655717  ..., -0.006       0.018       0.043     ]","[ 0.07266255  0.09454297  0.08648948 ..., -0.01149999 -0.0355     -0.0325    ]"
"[-0.10470579 -0.27317816  0.20268068 ...,  0.04199999  0.03699999 -0.059     ]","[ 0.04489466  0.00256124 -0.09531202 ..., -0.03       -0.01700001
 -0.04999992]","[ 0.26258692  0.16503725  0.07157437 ...,  0.0195     -0.0205      0.02049999]","[ 0.36497113  0.00903719 -0.35509274 ..., -0.007      -0.037      -0.001     ]","[-0.09351151 -0.25945626 -0.01103533 ...,  0.0135     -0.0515      0.0135    ]","[ 0.04550436 -0.3280791  -0.12150974 ..., -0.02150005 -0.0315      0.0015    ]","[-0.08596847  0.01253606  0.35310684 ..., -0.00250001  0.0055     -0.0685    ]","[ 0.11882046  0.31871573  0.27318855 ...,  0.02050001  0.0035     -0.0135    ]","[-0.25104332  0.31331418  0.0675717  ..., -0.009       0.022       0.04      ]","[ 0.07216255  0.09504297  0.08598948 ..., -0.01199999 -0.036      -0.031     ]"
"[-0.10170579 -0.27317816  0.19968068 ...,  0.04599999  0.03999999 -0.06      ]","[ 0.04389466  0.00256124 -0.09531202 ..., -0.031      -0.01800001
 -0.05099992]","[ 0.26408692  0.16653725  0.07107437 ...,  0.018      -0.022       0.02199999]","[ 0.36347113  0.00853719 -0.35459274 ..., -0.0065     -0.0395     -0.0005    ]","[-0.09401151 -0.25895626 -0.01053533 ...,  0.012      -0.051       0.012     ]","[ 0.04400436 -0.3265791  -0.12000974 ..., -0.02300005 -0.033      -0.002     ]","[-0.08546847  0.01403606  0.35360684 ..., -0.00400001  0.004      -0.066     ]","[ 0.11732046  0.32021573  0.27468855 ...,  0.01900001  0.004      -0.014     ]","[-0.25054332  0.31381418  0.0670717  ..., -0.0095      0.0225      0.0395    ]","[ 0.07116255  0.09604297  0.08498948 ..., -0.01399999 -0.038      -0.033     ]"
"[-0.10220579 -0.27367816  0.20018068 ...,  0.04549999  0.03949999 -0.0605    ]","[ 0.04439466  0.00106124 -0.09681202 ..., -0.0325     -0.01750001
 -0.05149992]","[ 0.26458692  0.16703725  0.07057437 ...,  0.0175     -0.0215      0.02249999]","[ 0.36397113  0.00803719 -0.35509274 ..., -0.006      -0.04        0.001     ]","[-0.09501151 -0.25895626 -0.00953533 ...,  0.012      -0.049       0.009     ]","[ 0.04250436 -0.3250791  -0.12050974 ..., -0.02150005 -0.0335     -0.0035    ]","[-0.08546847  0.01403606  0.35560684 ..., -0.00500001  0.006      -0.067     ]","[ 0.11682046  0.31971573  0.27518854 ...,  0.01850001  0.0025     -0.0125    ]","[-0.25254332  0.31181418  0.06607175 ..., -0.0075      0.0235      0.0395    ]","[ 0.07166255  0.09654297  0.08548948 ..., -0.01449999 -0.0375     -0.0325    ]"
"[-0.10020579 -0.27167816  0.19818069 ...,  0.04749999  0.04049999 -0.0605    ]","[ 0.04189466 -0.00143876 -0.09931202 ..., -0.031      -0.01500001
 -0.05099992]","[ 0.26608692  0.16853725  0.07207437 ...,  0.019      -0.02        0.02199999]","[  3.64971134e-01   9.03718691e-03  -3.54092736e-01 ...,  -7.00000303e-03
  -4.09999992e-02  -3.20178480e-09]","[-0.09401151 -0.25795626 -0.00853533 ...,  0.011      -0.048       0.008     ]","[ 0.04450436 -0.3280791  -0.12050974 ..., -0.02150005 -0.0325     -0.0025    ]","[-0.08446847  0.01403607  0.35660684 ..., -0.00600001  0.005      -0.069     ]","[ 0.11732046  0.32021573  0.27468854 ...,  0.01900001  0.004      -0.013     ]","[-0.25404331  0.31031418  0.06757175 ..., -0.006       0.022       0.038     ]","[ 0.07016255  0.09804297  0.08598948 ..., -0.01299999 -0.037      -0.034     ]"
"[-0.09920579 -0.27067816  0.19818068 ...,  0.04849999  0.03949999 -0.0595    ]","[ 0.04139466 -0.00193876 -0.09981202 ..., -0.0305     -0.01450001
 -0.05149992]","[ 0.26858692  0.17103725  0.07257437 ...,  0.0215     -0.0185      0.02249999]","[ 0.36497113  0.01003719 -0.35309274 ..., -0.004      -0.042      -0.002     ]","[-0.09451151 -0.25845626 -0.00903533 ...,  0.0095     -0.0495      0.0075    ]","[ 0.04400436 -0.3305791  -0.12200974 ..., -0.01900005 -0.035      -0.004     ]","[-0.08546847  0.01303607  0.35560685 ..., -0.00500001  0.005      -0.071     ]","[ 0.11732046  0.31921573  0.27568854 ...,  0.01900001  0.003      -0.012     ]","[-0.25204331  0.30731418  0.06957175 ..., -0.007       0.024       0.038     ]","[ 0.07116255  0.09904297  0.08698948 ..., -0.01299999 -0.036      -0.036     ]"
"[-0.0987058  -0.27017816  0.19668069 ...,  0.04899999  0.03899999 -0.06      ]","[ 0.04039466 -0.00393876 -0.10181202 ..., -0.0325     -0.01450001
 -0.05149992]","[ 0.26958692  0.17203725  0.07457437 ...,  0.0215     -0.0165      0.02249999]","[ 0.36497113  0.01003719 -0.35509273 ..., -0.005      -0.043      -0.004     ]","[-0.09601151 -0.25795626 -0.00853533 ...,  0.009      -0.05        0.006     ]","[ 0.04550436 -0.3300791  -0.12250974 ..., -0.01550005 -0.0345     -0.0055    ]","[-0.08646847  0.01403607  0.35460685 ..., -0.00600001  0.006      -0.072     ]","[  1.17320463e-01   3.18215727e-01   2.78688537e-01 ...,   1.80000073e-02
   4.64402430e-10  -1.19999983e-02]","[-0.25004331  0.30931418  0.07057175 ..., -0.009       0.025       0.037     ]","[ 0.07066255  0.09854297  0.08848948 ..., -0.01149999 -0.0355     -0.0375    ]"
"[-0.0982058  -0.26867816  0.19618069 ...,  0.04949999  0.03749999 -0.0615    ]","[ 0.04089466 -0.00343876 -0.10431202 ..., -0.032      -0.01500001
 -0.05099992]","[ 0.26808692  0.17053725  0.07307437 ...,  0.02       -0.016       0.02299999]","[ 0.36547113  0.01053719 -0.35559273 ..., -0.0055     -0.0435     -0.0045    ]","[-0.09451151 -0.25645626 -0.00703533 ...,  0.0075     -0.0495      0.0045    ]","[ 0.04600436 -0.3305791  -0.12400974 ..., -0.01600005 -0.034      -0.007     ]","[-0.08696847  0.01353607  0.35610685 ..., -0.00550001  0.0065     -0.0735    ]","[ 0.11832046  0.31821573  0.27868854 ...,  0.01700001  0.001      -0.012     ]","[-0.24854331  0.30881418  0.07107175 ..., -0.0095      0.0265      0.0375    ]","[ 0.07116255  0.10004297  0.08898948 ..., -0.00999999 -0.035      -0.039     ]"
"[-0.0977058  -0.26817816  0.1956807  ...,  0.04999999  0.03799999 -0.063     ]","[ 0.04289466 -0.00343876 -0.10431202 ..., -0.034      -0.01700001
 -0.05299992]","[ 0.26758692  0.17003725  0.07257437 ...,  0.0195     -0.0165      0.02249999]","[ 0.36447113  0.00853719 -0.35459273 ..., -0.0045     -0.0455     -0.0025    ]","[-0.09251151 -0.25445626 -0.00803533 ...,  0.0055     -0.0475      0.0055    ]","[ 0.04700436 -0.3325791  -0.12400974 ..., -0.01800005 -0.036      -0.009     ]","[-0.08846847  0.01503607  0.35560685 ..., -0.00400001  0.007      -0.075     ]","[ 0.11432046  0.31521573  0.28268854 ...,  0.01800001  0.003      -0.008     ]","[-0.24704331  0.30931418  0.07157175 ..., -0.009       0.026       0.036     ]","[ 0.07216255  0.10004297  0.08998948 ..., -0.00899999 -0.033      -0.04      ]"
"[-0.0987058  -0.26717816  0.1966807  ...,  0.04899999  0.03899999 -0.065     ]","[ 0.04339466 -0.00193876 -0.10381202 ..., -0.0355     -0.01750001
 -0.05149992]","[ 0.26558692  0.17103725  0.07357437 ...,  0.0205     -0.0175      0.02149999]","[ 0.36647113  0.00653719 -0.35359274 ..., -0.0025     -0.0445     -0.0035    ]","[-0.09301151 -0.25295626 -0.00753533 ...,  0.004      -0.046       0.004     ]","[ 0.04700436 -0.3325791  -0.12400974 ..., -0.01900005 -0.036      -0.008     ]","[-0.08846847  0.01503607  0.35360685 ..., -0.00200001  0.009      -0.072     ]","[ 0.11332046  0.31421573  0.28368854 ...,  0.01900001  0.002      -0.007     ]","[-0.24854331  0.30781418  0.07207175 ..., -0.0085      0.0275      0.0355    ]","[ 0.07316255  0.09904297  0.09098948 ..., -0.00799999 -0.034      -0.041     ]"
"[-0.0977058  -0.27017816  0.19568069 ...,  0.04899999  0.03899999 -0.065     ]","[ 0.04339466 -0.00193876 -0.10281202 ..., -0.0365     -0.01850001
 -0.04949992]","[ 0.26608692  0.17253725  0.07407437 ...,  0.022      -0.019       0.02299999]","[ 0.36647113  0.00853719 -0.35559273 ..., -0.0045     -0.0465     -0.0055    ]","[-0.09401151 -0.25195626 -0.00653533 ...,  0.005      -0.045       0.003     ]","[ 0.04750436 -0.3330791  -0.12250974 ..., -0.01850005 -0.0365     -0.0095    ]","[-0.08796847  0.01453607  0.35310685 ..., -0.00150001  0.0095     -0.0715    ]","[ 0.11282046  0.31371573  0.28418854 ...,  0.01850001  0.0015     -0.0065    ]","[-0.25004331  0.30631418  0.07357175 ..., -0.007       0.026       0.037     ]","[ 0.07266255  0.09854297  0.09248948 ..., -0.00649999 -0.0345     -0.0415    ]"
"[-0.0972058  -0.26967816  0.19618069 ...,  0.04849999  0.03949999 -0.0655    ]","[ 0.04189466 -0.00243876 -0.10131203 ..., -0.034      -0.01700001
 -0.04799992]","[ 0.26658692  0.17203725  0.07457437 ...,  0.0225     -0.0185      0.02349999]","[ 0.36597113  0.00903719 -0.35509273 ..., -0.005      -0.045      -0.003     ]","[-0.09201151 -0.25295626 -0.00853533 ...,  0.005      -0.043       0.003     ]","[ 0.04600436 -0.3325791  -0.12300974 ..., -0.01700005 -0.035      -0.01      ]","[-0.08796847  0.01453607  0.35210685 ..., -0.00150001  0.0115     -0.0685    ]","[ 0.11182046  0.31271573  0.28518854 ...,  0.01750001  0.0005     -0.0055    ]","[-0.24804331  0.30831418  0.07157175 ..., -0.007       0.026       0.038     ]","[ 0.07416255  0.09604297  0.09398948 ..., -0.00499999 -0.036      -0.04      ]"
"[-0.0987058  -0.26917816  0.19668069 ...,  0.04899999  0.03999999 -0.066     ]","[ 0.03889466 -0.00343876 -0.10231203 ..., -0.032      -0.01700001
 -0.04799992]","[ 0.26508692  0.17253725  0.07507437 ...,  0.023      -0.019       0.02299999]","[ 0.36447113  0.00953719 -0.35359273 ..., -0.0045     -0.0455     -0.0035    ]","[-0.09351151 -0.25445626 -0.00703533 ...,  0.0065     -0.0425      0.0015    ]","[ 0.04650436 -0.3340791  -0.12150974 ..., -0.01650005 -0.0355     -0.0085    ]","[ -8.64684730e-02   1.40360661e-02   3.49606847e-01 ...,  -9.28681388e-09
   1.30000033e-02  -6.59999956e-02]","[ 0.11032046  0.31321573  0.28668854 ...,  0.01900001  0.001      -0.004     ]","[-0.24904331  0.30731418  0.07257175 ..., -0.006       0.027       0.039     ]","[ 0.07466255  0.09554297  0.09448948 ..., -0.00449999 -0.0355     -0.0405    ]"
"[-0.0987058  -0.26817816  0.19568074 ...,  0.04999999  0.04099999 -0.067     ]","[ 0.03789466 -0.00443876 -0.10331203 ..., -0.031      -0.01700001
 -0.04899992]","[ 0.26408692  0.17153725  0.07607437 ...,  0.022      -0.018       0.02199999]","[ 0.36397113  0.01103719 -0.35309273 ..., -0.002      -0.047      -0.005     ]","[-0.09501151 -0.25495626 -0.00553533 ...,  0.005      -0.044       0.003     ]","[ 0.04600436 -0.3355791  -0.12200974 ..., -0.01600005 -0.037      -0.009     ]","[-0.08746847  0.01403607  0.35160685 ...,  0.00199999  0.013      -0.066     ]","[ 0.10982046  0.31271573  0.28518854 ...,  0.02050001  0.0005     -0.0035    ]","[-0.25004331  0.30731418  0.07357175 ..., -0.005       0.028       0.039     ]","[ 0.07316255  0.09704297  0.09298948 ..., -0.00599999 -0.034      -0.04      ]"
"[-0.0982058  -0.26667816  0.19518074 ...,  0.05049999  0.04149999 -0.0675    ]","[ 0.03739466 -0.00493876 -0.10381203 ..., -0.0305     -0.01750001
 -0.04949992]","[ 0.26208692  0.17053725  0.07907437 ...,  0.021      -0.017       0.01899999]","[ 0.36297113  0.01303719 -0.35309273 ..., -0.002      -0.048      -0.005     ]","[-0.09601151 -0.25595626 -0.00553533 ...,  0.004      -0.045       0.001     ]","[ 0.04450436 -0.3360791  -0.12050974 ..., -0.01750005 -0.0365     -0.0085    ]","[-0.09046847  0.01203607  0.35260685 ...,  0.00499999  0.013      -0.064     ]","[ 0.11132046  0.31421573  0.28468854 ...,  0.02300001 -0.001      -0.002     ]","[-0.24854332  0.30681418  0.07307175 ..., -0.0055      0.0295      0.0405    ]","[ 0.07266255  0.09454297  0.09348948 ..., -0.00549999 -0.0355     -0.0425    ]"
"[-0.09770579 -0.26417816  0.19268074 ...,  0.04799999  0.03899999 -0.068     ]","[ 0.03689467 -0.00543876 -0.10431203 ..., -0.032      -0.01900001
 -0.05099992]","[ 0.26108692  0.16853725  0.07707437 ...,  0.02       -0.016       0.01899999]","[ 0.36297114  0.01203719 -0.35309274 ..., -0.004      -0.048      -0.005     ]","[-0.09851151 -0.25345626 -0.00303533 ...,  0.0025     -0.0435      0.0005    ]","[ 0.04500436 -0.3375791  -0.12100974 ..., -0.02000005 -0.039      -0.006     ]","[-0.08846847  0.01003607  0.35360685 ...,  0.00699999  0.015      -0.067     ]","[ 0.10932046  0.31221573  0.28468854 ...,  0.02400001 -0.003      -0.003     ]","[-0.24754332  0.30881418  0.07207175 ..., -0.0065      0.0315      0.0415    ]","[ 0.07316248  0.09504297  0.09198948 ..., -0.00499999 -0.037      -0.042     ]"
"[-0.09720579 -0.26367816  0.19318074 ...,  0.04749999  0.03849999 -0.0685    ]","[ 0.03589467 -0.00643876 -0.10531203 ..., -0.031      -0.02100001
 -0.05299992]","[ 0.26058692  0.16803725  0.07657437 ...,  0.0185     -0.0175      0.02049999]","[ 0.36097114  0.01303719 -0.35109274 ..., -0.003      -0.046      -0.007     ]","[-0.09801151 -0.25495626 -0.00353533 ...,  0.002      -0.044       0.001     ]","[ 0.04450436 -0.3370791  -0.12250974 ..., -0.02050005 -0.0395     -0.0075    ]","[-0.08896847  0.00953607  0.35310685 ...,  0.00749999  0.0155     -0.0675    ]","[ 0.10832046  0.31021573  0.28468854 ...,  0.02400001 -0.003      -0.003     ]","[-0.24704332  0.30731418  0.07357175 ..., -0.005       0.03        0.043     ]","[ 0.07216248  0.09804297  0.09298948 ..., -0.00599999 -0.038      -0.043     ]"
"[-0.09720579 -0.26167816  0.19418074 ...,  0.04549999  0.03849999 -0.0705    ]","[ 0.03689467 -0.00643876 -0.10431203 ..., -0.034      -0.02200001
 -0.05099992]","[ 0.25958693  0.16703725  0.07457437 ...,  0.0165     -0.0185      0.02049999]","[ 0.35997114  0.01203719 -0.35009274 ..., -0.002      -0.047      -0.006     ]","[-0.09701151 -0.25595626 -0.00453533 ...,  0.003      -0.043       0.001     ]","[ 0.04200436 -0.3345791  -0.12100974 ..., -0.02200005 -0.042      -0.007     ]","[-0.08696847  0.01153607  0.35410685 ...,  0.00749999  0.0175     -0.0665    ]","[ 0.10782046  0.30971573  0.28218854 ...,  0.02350001 -0.0045     -0.0055    ]","[-0.24504332  0.30931418  0.07257175 ..., -0.004       0.031       0.045     ]","[ 0.07166248  0.09754297  0.09248948 ..., -0.00549999 -0.0385     -0.0435    ]"
